track_name,artists,album_name,track_genre
Koi,Gen Hoshino,POP VIRUS,acoustic
July Bones,Richard Walters,A.M.,acoustic
Autumn Breeze,Kaiak;Viktoria Tolstoy,Autumn Breeze,acoustic
Save Your Tears,Boyce Avenue,Save Your Tears,acoustic
You're Still The One - Acoustic,Bailey Rushlow,You're Still The One (Acoustic),acoustic
Somebody Loved,Kina Grannis,Somebody Loved,acoustic
Rise,Boyce Avenue,"Cover Sessions, Vol. 4",acoustic
Bohemian Rhapsody - Acoustic,John Adams,Bohemian Rhapsody (Acoustic),acoustic
As It Was - Acoustic,Amber Leigh Irish,As It Was (Acoustic),acoustic
Wish List,Canyon City,Wish List,acoustic
Beautiful Disaster,Chord Overstreet,Beautiful Disaster,acoustic
Fake a smile,Wayne Mack,Fake a smile,acoustic
Marigold,Aimyon,Momentary Sixth Sense,acoustic
River Flows In You,Sungha Jung,Irony,acoustic
Kill Me Pretty,Tamio Okuda,Bullet Train (Original Motion Picture Soundtrack),acoustic
No Matter Where You Are,Us The Duo,No Matter Where You Are,acoustic
I Like You,Ben Rector,The Walking in Between,acoustic
The Mess I Made,Parachute,Losing Sleep,acoustic
Dream a Little Dream of Me,Zee Avi,Zee Avi's Nightlight,acoustic
"Here, Right Now",Joshua Radin,"Here, Right Now",acoustic
Wonderful Tonight,Boyce Avenue,Wonderful Tonight,acoustic
Salvation,Gabrielle Aplin,English Rain,acoustic
Wilderness,Jon Bryant,Twenty Something,acoustic
恋人 (Original Version),Masaharu Fukuyama,Calling,acoustic
I Just Called To Say I Love You,Bailey Pelkman;Randy Rektor,Acoustic Duets,acoustic
Fall on Me,A Great Big World;Christina Aguilera,Particles,acoustic
Song To Sing When I'm Lonely,John Frusciante,Shadows Collide With People,acoustic
A Drop In the Ocean,Ron Pope,Daylight,acoustic
Have Yourself a Merry Little Christmas,Tres Hermanas,Have Yourself a Merry Little Christmas,acoustic
Message (Original Version),Masaharu Fukuyama,Message/今 このひとときが 遠い夢のように,acoustic
Beautiful In White,Matt Johnson,"Acoustic Hits, Vol. 3",acoustic
Heaven Is a Place on Earth,The Mayries,#Acoustic #2,acoustic
Passenger Seat (Acoustic),Stephen Speaks,No More Doubt,acoustic
Guaranteed - Humming Version,Eddie Vedder,Into The Wild (Music For The Motion Picture),acoustic
"Hang Me, Oh Hang Me",Dave Van Ronk,Folksinger,acoustic
The Afterglow,John Frusciante;Josh Klinghoffer,A Sphere in the Heart of Silence,acoustic
Eat the Meek,Frank Turner,West Coast vs. Wessex,acoustic
The Trouble with Wanting,Joy Williams,Front Porch,acoustic
You Are the Best Thing,Ray LaMontagne,Gossip In The Grain,acoustic
Boycott Me!,Mischief Brew,Bacchanal 'N' Philadelphia,acoustic
To Risk to Live,Days N Daze;Freddie Boatright,Crustfall,acoustic
"The Legend of Olog-hai, Pt. 1",The Bridge City Sinners,Unholy Hymns,acoustic
No Christmas For Me,Zee Avi,Acoustic Christmas Campfire,acoustic
This One's for Johnny,Get Dead,Tall Cans & Loose Ends,acoustic
Graveyard - Acoustic,Highland Peak,Graveyard,acoustic
bouquet,Ichiko Aoba,amuletum bouquet,acoustic
こころをこめて,Aoi Teshima,Highlights from Aoi Works II,acoustic
Paradise,AcousticTrench,Paradise,acoustic
Better,Parachute,Parachute,acoustic
Laid,Matt Nathanson,American Wedding,acoustic
Same For You,Lee DeWyze,Oil & Water,acoustic
2U - Acoustic Version,Clementine Duo,2U (Acoustic Version),acoustic
Duet,Rachael Yamagata,Elephants...Teeth Sinking Into Heart (Standard Version),acoustic
I'll Say I Do,Brandon Chase,I'll Say I Do,acoustic
Anyone,Bailey Jehl,Anyone,acoustic
Start of Time,Gabrielle Aplin,English Rain,acoustic
Give Me Your Forever,Zack Tabudlo,In The Mood For Love,acoustic
Heat Waves,Bailey Jehl,Heat Waves,acoustic
There She Goes,Clementine Duo,There She Goes,acoustic
Wells,Joshua Hyslop,Wells,acoustic
God Only Knows,Kina Grannis;Imaginary Future,God Only Knows,acoustic
Afterglow,Andrew Foy;Renee Foy,Afterglow,acoustic
Burn The Rain,Kurt Cobain,Montage Of Heck: The Home Recordings (Deluxe Soundtrack),acoustic
Already Mine,Us The Duo,Just Love,acoustic
きみはぼくのともだち,Hanare Gumi,オアシス,acoustic
Never Be the Same,Gabrielle Aplin,Never Be the Same,acoustic
All Is Well,Austin Basham,You and Me for Now,acoustic
My Mistake,Gabrielle Aplin,Dear Happy,acoustic
Near Or Far,Us The Duo,Us,acoustic
Without a Light,Drew Holcomb & The Neighbors,Without a Light,acoustic
Lonely With Me,Parachute,Wide Awake,acoustic
Time After Time,Boyce Avenue;Megan Davies;Jaclyn Davies,"Cover Sessions, Vol. 4",acoustic
So Are You To Me,Eastmountainsouth,Eastmountainsouth,acoustic
My Arms Were Always Around You,Peter Bradley Adams,A Face Like Mine,acoustic
Dance Me to the End of Love - Bonus,The Civil Wars,Barton Hollow,acoustic
Photographs,Eddie Vedder,Into The Wild (Music For The Motion Picture),acoustic
Baby Now That I Found You,Suy Galvez,Bossa Best,acoustic
Right Here Waiting,Suy Galvez,Bossa Best,acoustic
Smokestack Lightnin',Howlin' Wolf,Moanin' In The Moonlight,acoustic
Passenger Seat,Stephen Speaks,No More Doubt,acoustic
Feels Like Rain (feat. Bonnie Raitt),Buddy Guy;Bonnie Raitt,Feels Like Rain,acoustic
Sugar Babe,Mance Lipscomb,The Best of Mance Lipscomb,acoustic
Blister In The Sun,Violent Femmes,Violent Femmes,acoustic
"Little Blue Pills, Pt. 2",Days N Daze,The Oogle Deathmachine,acoustic
Paano Ang Simbang Gabi - Kung 'Di Ka Katabi,Drei Rana;Selena Marie,Paano Ang Simbang Gabi (Kung 'Di Ka Katabi),acoustic
Bob,Frank Turner,West Coast vs. Wessex,acoustic
Psycho,Harley Poe,Have a Great Life.,acoustic
Perfect Government,Frank Turner,West Coast vs. Wessex,acoustic
The Fear,The Bridge City Sinners,Unholy Hymns,acoustic
Living My Best Life,Ben Rector,The Joy of Music,acoustic
Haven't Been Doing So Well,Frank Turner,FTHC (Deluxe),acoustic
"The Legend of Olog-hai, Pt. 2",The Bridge City Sinners,Unholy Hymns,acoustic
You and Me On The Rock (feat. Lucius),Brandi Carlile;Lucius,In These Silent Days,acoustic
Glitch,Get Dead,Dancing with the Curse,acoustic
A Thousand Years - Acoustic,Jonah Baker,A Thousand Years (Acoustic),acoustic
2 Oceans,Trevor Hall;Marieme,2 Oceans,acoustic
Golden Hour - Acoustic Piano,Ben Woodward,Golden Hour,acoustic
Without Me,Brandon Chase,Without Me,acoustic
You & Me (The Wildfire),Aron Wright,You & Me (The Wildfire),acoustic
Dancing With A Stranger,Sara Farell,Dancing With A Stranger,acoustic
Pero,Zack Tabudlo,Pero,acoustic
Good 4 U (Acoustic),Jonah Baker,Good 4 U (Acoustic),acoustic
And Then You,Greg Laswell,Three Flights From Alto Nido,acoustic
Here With Me - Acoustic,Daniel Robinson,Here With Me (Acoustic),acoustic
I'll Be There For You (Friends Theme),Boyce Avenue,"Cover Sessions, Vol. 3",acoustic
Habang Buhay,Zack Tabudlo,Habang Buhay,acoustic
So Far so Good,Gabrielle Aplin,Dear Happy,acoustic
More Than Gravity,Colin & Caroline,More Than Gravity,acoustic
Fade into You,Andrew Belle,Fade into You,acoustic
東京にもあったんだ,Masaharu Fukuyama,東京にもあったんだ / 無敵のキミ,acoustic
あの夏も 海も 空も,Masaharu Fukuyama,5年モノ,acoustic
21 Guns,Bailey Jehl,21 Guns,acoustic
Waves,Canyon City,Midnight Waves,acoustic
Running Up That Hill (A Deal With God) - Acoustic,Jonah Baker,Running Up That Hill (A Deal With God) [Acoustic],acoustic
Poison's Gone,Kurt Cobain,Montage Of Heck: The Home Recordings (Deluxe Soundtrack),acoustic
18 ~eighteen~,Masaharu Fukuyama,残響,acoustic
Build Me Up Buttercup,Kina Grannis,Build Me Up Buttercup,acoustic
Umbrella - Acoustic Version,The Mayries,#Acoustic,acoustic
Home,Gabrielle Aplin,English Rain,acoustic
You're My Home,Joshua Radin,The Ghost and the Wall,acoustic
vs.2013 ~知覚と快楽の螺旋~,Masaharu Fukuyama,vs.2013 ~知覚と快楽の螺旋~,acoustic
I Like Me Better,Ysabelle Cuevas,Ysabelle,acoustic
The Remedy (I Won't Worry),Jason Mraz,Waiting for My Rocket to Come,acoustic
Something Stupid,Bailey Pelkman;Randy Rektor,Acoustic Duets,acoustic
Hanap-Hanap,Ethan Loukas;Janine Teñoso,Hanap-Hanap,acoustic
The Will To Death,John Frusciante,The Will To Death,acoustic
Boulevard of Broken Dreams (Acoustic),Adam Christopher,Boulevard of Broken Dreams (Acoustic),acoustic
Can't Help Falling In Love,Kina Grannis,The Living Room Sessions Vol. 3,acoustic
Eloise,Penny and Sparrow,Finch,acoustic
Help Me,Sonny Boy Williamson II,More Real Folk Blues,acoustic
Everytime We Touch (Acoustic),Shannon & Keast,Acoustic Love,acoustic
Let It Be Me,Ray LaMontagne,Gossip In The Grain,acoustic
Beer,Mia Rollo,Saktong Akustik,acoustic
Someone Like You,Boyce Avenue,"Cover Sessions, Vol. 2",acoustic
You've Got a Friend,Suy Galvez,Bossa Best,acoustic
This Little Light of Mine,JJ Heller,This Little Light of Mine,acoustic
Amazing Grace,Takehara Pistol,GOOD LUCK TRACK,acoustic
Remnants of What People Used to Be,Days N Daze,Rogue Taxidermy,acoustic
Linda Ronstadt,AJJ,Christmas Island,acoustic
Unsteady - Acoustic Covers Versions of Popular Songs,SANNA NORTH,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,acoustic
Heart's Content,Brandi Carlile,Bear Creek,acoustic
The Damned,The Bridge City Sinners,Unholy Hymns,acoustic
Hot Knives,Pigeon Pit,Treehouse,acoustic
Nickel Plated,Get Dead,Dancing with the Curse,acoustic
Peaches - Acoustic,Adam Christopher,Peaches (Acoustic),acoustic
You,A Great Big World,You,acoustic
Swimmers,Andrew Belle,Nightshade,acoustic
Live Like We're Dying,Kris Allen,Kris Allen,acoustic
Somebody That I Used To Know,Lúc,Somebody That I Used To Know,acoustic
Lost Without You,Ben Woodward,Lost Without You,acoustic
"One more time, One more chance",Masayoshi Yamazaki,HOME,acoustic
you broke me first,The Mayries,you broke me first,acoustic
Skylight,Gabrielle Aplin,Never Be the Same,acoustic
Game of Thrones,Edy Hafler,Game of Thrones,acoustic
Nothing Like You and I,The Perishers,Let There Be Morning (Bonus Track Version),acoustic
Wanted Man,Mat Kearney,CRAZYTALK,acoustic
Back To You,The Mayries,Back To You,acoustic
何度でも花が咲くように私を生きよう,Masaharu Fukuyama,何度でも花が咲くように私を生きよう,acoustic
Scared to Be Lonely,Boyce Avenue,"Cover Sessions, Vol. 4",acoustic
Sappy - Early Demo,Kurt Cobain,Montage Of Heck: The Home Recordings,acoustic
Ancient Light,Allman Brown,1000 Years,acoustic
I Don't Wanna Live Forever (Fifty Shades Darker) - Acoustic Version,Sara Farell;Simon Samaeng,#Covers,acoustic
Before You Go,Andrew Foy;Renee Foy,Before You Go,acoustic
Ships In The Night,Mat Kearney,Young Love,acoustic
Only You,Joshua Radin,We Were Here,acoustic
Waver,Sakura Fujiwara,SUPERMARKET,acoustic
Missing Peace,JJ Heller,Missing Peace,acoustic
聖域,Masaharu Fukuyama,聖域,acoustic
Firework,Canyon City,Midnight Waves,acoustic
Such A Simple Thing - Recorded at Sound Stage Studios Nashville,Ray LaMontagne,Spotify Singles,acoustic
"Sad Theme (From ""One Punch Man"")",Eddie van der Meer,Anime Songs #3,acoustic
Don't Know What I Want,Gabrielle Aplin,Never Be the Same,acoustic
Call Me,Gabrielle Aplin,Never Be the Same,acoustic
True,Suy Galvez,Bossa Best,acoustic
I Can't Make You Love Me,Boyce Avenue;Rachel Grae,I Can't Make You Love Me,acoustic
Say Anything,Tristan Prettyman,Cedar + Gold,acoustic
All We Are,Matt Nathanson,Some Mad Hope,acoustic
Gentle Heart,Joshua Hyslop,Ash & Stone,acoustic
All My Loving (Original Version),Masaharu Fukuyama,Calling,acoustic
アンダルシアに憧れて,Masayoshi Yamazaki,COVER ALL HO!,acoustic
想 -new love new world-,Masaharu Fukuyama,想 -new love new world-,acoustic
Last Christmas,Drei Rana,Last Christmas,acoustic
Green Mountain State,Trevor Hall,Chapter Of The Forest,acoustic
Di Papakawalan,Maris Racal,Ate Sandali,acoustic
Can't Go Back Now,The Weepies;Deb Talan;Steve Tannen,Hideaway,acoustic
ウイスキーが、お好きでしょ,Hanare Gumi,だれそかれそ,acoustic
Ditches,Days N Daze,Show Me the Blueprints.,acoustic
Outside Villanova,Eric Hutchinson,Sounds Like This,acoustic
Timeline,Apes of the State,This City Isn't Big Enough,acoustic
I'll Never Fall in Love Again,Gail Blanco,In Love With Bacharach,acoustic
Stray Cat Strut,The Bridge City Sinners,Bridge City Sinners,acoustic
Goodbye Lulu Pt.2,Days N Daze,Show Me the Blueprints.,acoustic
Days n Daze of Our Lives,Days N Daze,Crustfall,acoustic
8 Track,Get Dead,Dancing with the Curse,acoustic
Ghost - Acoustic,Jonah Baker,Ghost - Acoustic,acoustic
4am,Eden Elf;Ren Avel,4am,acoustic
"10,000 Hours - Acoustic",Adam Christopher;Dan Berk,"10,000 Hours (Acoustic)",acoustic
Yellow - Acoustic,Amber Leigh Irish,Simply Acoustic,acoustic
No Air,Lúc,No Air,acoustic
Self Help,Anna Hamilton,Self Help,acoustic
Blackbird Song,Lee DeWyze,Blackbird Song,acoustic
Easy On Me - Acoustic,Jonah Baker,Easy On Me - Acoustic,acoustic
Chasing Cars - Acoustic,Bailey Rushlow,Chasing Cars (Acoustic),acoustic
Can't Take My Eyes Off of You,Emilie Mover,Can't Take My Eyes Off of You,acoustic
Fortune - Acoustic,William Fitzsimmons,Acoustic Sessions,acoustic
Lot To Learn,Vivid Color,Lot To Learn,acoustic
Apologize,Bailey Jehl,Apologize,acoustic
First & Last,Zack Tabudlo,Episode,acoustic
"Cold, Cold Feeling",Albert Collins,Ice Pickin',acoustic
Sweet Love,Phillip LaRue,You,acoustic
Shotgun,Us The Duo,Shotgun,acoustic
HEY!,Masaharu Fukuyama,HEY!,acoustic
Have It All,Jason Mraz,Have It All,acoustic
Trouble Sleeping,The Perishers,Let There Be Morning (Bonus Track Version),acoustic
Beautiful Disaster,Jon McLaughlin,Indiana,acoustic
Breathe Again,Sara Bareilles,Kaleidoscope Heart,acoustic
Trouble,Ray LaMontagne,Trouble,acoustic
Memories,Boyce Avenue,"Cover Sessions, Vol. 6",acoustic
Sink Or Swim,Tyrone Wells,Remain,acoustic
Tama Na,EJ De Perio,Tama Na,acoustic
"He's A Pirate (From ""Pirates of the Caribbean"")",Beyond The Guitar,"Guitar Covers, Vol. 2",acoustic
能古島の片想い - Remastered 2018,Yosui Inoue,陽水II センチメンタル (Remastered 2018),acoustic
Bitter Heart,Zee Avi,Zee Avi,acoustic
I Want to Know What Love Is - Acoustic,Hannah's Yard,I Want to Know What Love Is (Acoustic),acoustic
ハンキーパンキー,Hanare Gumi,日々のあわ,acoustic
Ordinary Days,JJ Heller,Ordinary Days,acoustic
Moon River,JJ Heller,I Dream of You: CALM,acoustic
Forever Like That,Ben Rector,The Walking in Between,acoustic
Neighbor,JJ Heller,Neighbor,acoustic
一等賞,Takehara Pistol,PEACE OUT,acoustic
音タイム,Hanare Gumi,音タイム,acoustic
The Joke,Brandi Carlile,"By The Way, I Forgive You",acoustic
Toulumne,Eddie Vedder,Into The Wild (Music For The Motion Picture),acoustic
Just The Two Of Us - Acoustic,Vendredi;Son&Dad,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,acoustic
Arrythmic Palpitations,Chris Cresswell,One Week Record,acoustic
The Boat,Chuck Ragan,The Blueprint Sessions,acoustic
Born Under A Bad Sign - Mono Mix,Albert King,Born Under A Bad Sign (Mono),acoustic
Nobody Knows Me At All,The Weepies;Deb Talan;Steve Tannen,Say I Am You,acoustic
Bitter Morning Taste,Tim Vantol,"If We Go Down, We Will Go Together!",acoustic
DBS Out,Days N Daze,Rogue Taxidermy,acoustic
Crazy - (Acoustic Mix),Vendredi;Son&Dad,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,acoustic
Dungeon Song,The Bridge City Sinners,Bridge City Sinners,acoustic
Can I Sleep On Your Floor??,Chad Hates George,Chad Hates George,acoustic
Josephine,Frank Turner,Positive Songs For Negative People,acoustic
いきのこり●ぼくら,Ichiko Aoba,0,acoustic
Careless Whisper,Boyce Avenue,Careless Whisper,acoustic
Look After You,Aron Wright,Look After You,acoustic
Perfect,Acoustic Guitar Collective,"Golden Covers, Vol. 2",acoustic
When the Party's Over,Kina Grannis,When the Party's Over,acoustic
Longest Night,Howie Day,Sound The Alarm,acoustic
Photograph,Andrew Foy;Renee Foy,Photograph,acoustic
Shame,Ciaran Lavery,Not Nearly Dark,acoustic
Iris,Bailey Jehl,Iris,acoustic
Running Wild,Jules Larson,Let's Stay Young,acoustic
彼方で,Masaharu Fukuyama,AKIRA,acoustic
Hazy (Featuring William Fitzsimmons),Rosi Golan,The Drifter and the Gypsy,acoustic
Let It Go,Colin & Caroline,Let It Go,acoustic
I Wanna Be Your Ghost (feat. Ghosts),Gen Hoshino,I Wanna Be Your Ghost (feat. Ghosts),acoustic
約束の丘,Masaharu Fukuyama,約束の丘,acoustic
Young And In Love,Ingrid Michaelson,Stranger Songs,acoustic
No Plans,Jason Mraz,Know.,acoustic
Easy on Me,Boyce Avenue,Easy on Me,acoustic
Tonight You Belong To Me,Eddie Vedder;Cat Power,Ukulele Songs,acoustic
Closer,Ysabelle Cuevas,Closer,acoustic
One Last Breath,Boyce Avenue,One Last Breath,acoustic
Devil's Backbone,The Civil Wars,The Civil Wars,acoustic
Waltzing Matilda,Will Moore,Classical Guitar Lullabies Volume 1,acoustic
Girls Chase Boys,Ingrid Michaelson,Lights Out,acoustic
The Woman I Love,Jason Mraz,Love Is a Four Letter Word,acoustic
The Love Me or Die,C.W. Stoneking,Jungle Blues,acoustic
美しき花,Masaharu Fukuyama,milk tea/美しき花,acoustic
Isn't She Lovely,Suy Galvez,Bossa Best,acoustic
世界中の誰よりきっと,Mone Kamishiraishi,世界中の誰よりきっと,acoustic
Black Horse And The Cherry Tree,KT Tunstall,Eye To The Telescope,acoustic
Drunks,Johnnyswim,Georgica Pond,acoustic
Coming Home,Drew Holcomb;Ellie Holcomb;Drew Holcomb & The Neighbors,Coming Home: A Collection of Songs,acoustic
I'm Tore Down,Freddie King,Getting Ready... (World),acoustic
Neighbor (Piano Version),JJ Heller,Neighbor,acoustic
I Will Always Be Yours,Ben Rector,Magic,acoustic
Nine on the Bortle,Days N Daze,The Oogle Deathmachine,acoustic
Redemption,Frank Turner,England Keep My Bones (Deluxe Edition),acoustic
Other Side Of The World,KT Tunstall,Eye To The Telescope,acoustic
Setting Forth,Eddie Vedder,Into The Wild (Music For The Motion Picture),acoustic
Eulogy,Frank Turner,England Keep My Bones (Deluxe Edition),acoustic
Tarnished Ol' Photograph,Days N Daze,Rogue Taxidermy,acoustic
Rocksteady,Marc Broussard,Carencro,acoustic
Come on In,The Bridge City Sinners,Bridge City Sinners,acoustic
Laugh While You Can,The Bridge City Sinners,Bridge City Sinners,acoustic
Untainted Love,Frank Turner,FTHC (Deluxe),acoustic
Whiny Bitch,Harley Poe,Pinocchio Pariah,acoustic
I Wanna See It Burn,Days N Daze;Juicy Karkass,Crustfall,acoustic
I'll Be Home for Christmas,Mindy Smith,Country Holiday,acoustic
I'll Be Home for Christmas,Mindy Smith,Happy Country Christmas,acoustic
It's Amazing,Mindy Smith,Chillin' It - Mellow Day Country,acoustic
How Far Does the Dark Go?,Anya Marina,Over You (Deluxe Edition),acoustic
THATS WHAT I WANT (Acoustic),Adam Christopher,THATS WHAT I WANT (Acoustic),acoustic
Dynamite - Acoustic,Hannah's Yard,Dynamite (Acoustic),acoustic
Never Stop (Wedding Version),SafetySuit,Hallelujah,acoustic
You're Mine (The Chase),Meiko,Lovers & Fighters,acoustic
パラレル・ラブ,Yosui Inoue;Tamio Okuda,ダブルドライブ,acoustic
Let Her Go,Boyce Avenue;Hannah Trigwell,"Cover Sessions, Vol. 3",acoustic
So Are We,Canyon City,Matinée,acoustic
Shallow,Eddy Tyler,Guitar Covers,acoustic
Hold Each Other (feat. Futuristic),A Great Big World;Futuristic,When the Morning Comes,acoustic
別れの予感,Hanare Gumi,深呼吸,acoustic
I Was Born To Love You,Ray LaMontagne,MONOVISION,acoustic
